PassengerId,Pclass,Age,SibSp,Parch,Fare,female,Embarked_S,Embarked_C,Embarked_Q,Title_Mr,Title_Mrs,Title_Miss,Title_Master,title_Other
117,3,70.5,0,0,7.75,0,0,0,1,1,0,0,0,0
118,2,29.0,1,0,21.0,0,1,0,0,1,0,0,0,0
119,1,24.0,0,1,247.5208,0,0,1,0,1,0,0,0,0
120,3,2.0,4,2,31.275,1,1,0,0,0,0,1,0,0
121,2,21.0,2,0,73.5,0,1,0,0,1,0,0,0,0
122,3,28.0,0,0,8.05,0,1,0,0,1,0,0,0,0
123,2,32.5,1,0,30.0708,0,0,1,0,1,0,0,0,0
124,2,32.5,0,0,13.0,1,1,0,0,0,0,1,0,0
125,1,54.0,0,1,77.2875,0,1,0,0,1,0,0,0,0
126,3,12.0,1,0,11.2417,0,0,1,0,0,0,0,1,0
127,3,28.0,0,0,7.75,0,0,0,1,1,0,0,0,0
128,3,24.0,0,0,7.1417,0,1,0,0,1,0,0,0,0
129,3,28.0,1,1,22.3583,1,0,1,0,0,0,1,0,0
130,3,45.0,0,0,6.975,0,1,0,0,1,0,0,0,0
131,3,33.0,0,0,7.8958,0,0,1,0,1,0,0,0,0
132,3,20.0,0,0,7.05,0,1,0,0,1,0,0,0,0
133,3,47.0,1,0,14.5,1,1,0,0,0,1,0,0,0
134,2,29.0,1,0,26.0,1,1,0,0,0,1,0,0,0
135,2,25.0,0,0,13.0,0,1,0,0,1,0,0,0,0
136,2,23.0,0,0,15.0458,0,0,1,0,1,0,0,0,0
137,1,19.0,0,2,26.2833,1,1,0,0,0,0,1,0,0
138,1,37.0,1,0,53.1,0,1,0,0,1,0,0,0,0
139,3,16.0,0,0,9.2167,0,1,0,0,1,0,0,0,0
140,1,24.0,0,0,79.2,0,0,1,0,1,0,0,0,0
141,3,28.0,0,2,15.2458,1,0,1,0,0,1,0,0,0
142,3,22.0,0,0,7.75,1,1,0,0,0,0,1,0,0
143,3,24.0,1,0,15.85,1,1,0,0,0,1,0,0,0
144,3,19.0,0,0,6.75,0,0,0,1,1,0,0,0,0
145,2,18.0,0,0,11.5,0,1,0,0,1,0,0,0,0
146,2,19.0,1,1,36.75,0,1,0,0,1,0,0,0,0
147,3,27.0,0,0,7.7958,0,1,0,0,1,0,0,0,0
148,3,9.0,2,2,34.375,1,1,0,0,0,0,1,0,0
149,2,36.5,0,2,26.0,0,1,0,0,1,0,0,0,0
150,2,42.0,0,0,13.0,0,1,0,0,0,0,0,0,1
151,2,51.0,0,0,12.525,0,1,0,0,0,0,0,0,1
152,1,22.0,1,0,66.6,1,1,0,0,0,1,0,0,0
153,3,55.5,0,0,8.05,0,1,0,0,1,0,0,0,0
154,3,40.5,0,2,14.5,0,1,0,0,1,0,0,0,0
155,3,28.0,0,0,7.3125,0,1,0,0,1,0,0,0,0
156,1,51.0,0,1,61.3792,0,0,1,0,1,0,0,0,0
157,3,16.0,0,0,7.7333,1,0,0,1,0,0,1,0,0
158,3,30.0,0,0,8.05,0,1,0,0,1,0,0,0,0
159,3,28.0,0,0,8.6625,0,1,0,0,1,0,0,0,0
160,3,28.0,8,2,69.55,0,1,0,0,0,0,0,1,0
161,3,44.0,0,1,16.1,0,1,0,0,1,0,0,0,0
162,2,40.0,0,0,15.75,1,1,0,0,0,1,0,0,0
163,3,26.0,0,0,7.775,0,1,0,0,1,0,0,0,0
164,3,17.0,0,0,8.6625,0,1,0,0,1,0,0,0,0
165,3,1.0,4,1,39.6875,0,1,0,0,0,0,0,1,0
166,3,9.0,0,2,20.525,0,1,0,0,0,0,0,1,0
167,1,28.0,0,1,55.0,1,1,0,0,0,1,0,0,0
168,3,45.0,1,4,27.9,1,1,0,0,0,1,0,0,0
169,1,28.0,0,0,25.925,0,1,0,0,1,0,0,0,0
170,3,28.0,0,0,56.4958,0,1,0,0,1,0,0,0,0
171,1,61.0,0,0,33.5,0,1,0,0,1,0,0,0,0
172,3,4.0,4,1,29.125,0,0,0,1,0,0,0,1,0
173,3,1.0,1,1,11.1333,1,1,0,0,0,0,1,0,0
174,3,21.0,0,0,7.925,0,1,0,0,1,0,0,0,0
175,1,56.0,0,0,30.6958,0,0,1,0,1,0,0,0,0
176,3,18.0,1,1,7.8542,0,1,0,0,1,0,0,0,0
177,3,28.0,3,1,25.4667,0,1,0,0,0,0,0,1,0
178,1,50.0,0,0,28.7125,1,0,1,0,0,0,1,0,0
179,2,30.0,0,0,13.0,0,1,0,0,1,0,0,0,0
180,3,36.0,0,0,0.0,0,1,0,0,1,0,0,0,0
181,3,28.0,8,2,69.55,1,1,0,0,0,0,1,0,0
182,2,28.0,0,0,15.05,0,0,1,0,1,0,0,0,0
183,3,9.0,4,2,31.3875,0,1,0,0,0,0,0,1,0
184,2,1.0,2,1,39.0,0,1,0,0,0,0,0,1,0
185,3,4.0,0,2,22.025,1,1,0,0,0,0,1,0,0
186,1,28.0,0,0,50.0,0,1,0,0,1,0,0,0,0
187,3,28.0,1,0,15.5,1,0,0,1,0,1,0,0,0
188,1,45.0,0,0,26.55,0,1,0,0,1,0,0,0,0
189,3,40.0,1,1,15.5,0,0,0,1,1,0,0,0,0
190,3,36.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
191,2,32.0,0,0,13.0,1,1,0,0,0,1,0,0,0
192,2,19.0,0,0,13.0,0,1,0,0,1,0,0,0,0
193,3,19.0,1,0,7.8542,1,1,0,0,0,0,1,0,0
194,2,3.0,1,1,26.0,0,1,0,0,0,0,0,1,0
195,1,44.0,0,0,27.7208,1,0,1,0,0,1,0,0,0
196,1,58.0,0,0,146.5208,1,0,1,0,0,0,1,0,0
197,3,28.0,0,0,7.75,0,0,0,1,1,0,0,0,0
198,3,42.0,0,1,8.4042,0,1,0,0,1,0,0,0,0
199,3,28.0,0,0,7.75,1,0,0,1,0,0,1,0,0
200,2,24.0,0,0,13.0,1,1,0,0,0,0,1,0,0
201,3,28.0,0,0,9.5,0,1,0,0,1,0,0,0,0
202,3,28.0,8,2,69.55,0,1,0,0,1,0,0,0,0
203,3,34.0,0,0,6.4958,0,1,0,0,1,0,0,0,0
204,3,45.5,0,0,7.225,0,0,1,0,1,0,0,0,0
205,3,18.0,0,0,8.05,0,1,0,0,1,0,0,0,0
206,3,2.0,0,1,10.4625,1,1,0,0,0,0,1,0,0
207,3,32.0,1,0,15.85,0,1,0,0,1,0,0,0,0
208,3,26.0,0,0,18.7875,0,0,1,0,1,0,0,0,0
209,3,16.0,0,0,7.75,1,0,0,1,0,0,1,0,0
210,1,40.0,0,0,31.0,0,0,1,0,1,0,0,0,0
211,3,24.0,0,0,7.05,0,1,0,0,1,0,0,0,0
212,2,35.0,0,0,21.0,1,1,0,0,0,0,1,0,0
213,3,22.0,0,0,7.25,0,1,0,0,1,0,0,0,0
214,2,30.0,0,0,13.0,0,1,0,0,1,0,0,0,0
215,3,28.0,1,0,7.75,0,0,0,1,1,0,0,0,0
216,1,31.0,1,0,113.275,1,0,1,0,0,0,1,0,0
217,3,27.0,0,0,7.925,1,1,0,0,0,0,1,0,0
218,2,42.0,1,0,27.0,0,1,0,0,1,0,0,0,0
219,1,32.0,0,0,76.2917,1,0,1,0,0,0,1,0,0
220,2,30.0,0,0,10.5,0,1,0,0,1,0,0,0,0
221,3,16.0,0,0,8.05,0,1,0,0,1,0,0,0,0
222,2,27.0,0,0,13.0,0,1,0,0,1,0,0,0,0
223,3,51.0,0,0,8.05,0,1,0,0,1,0,0,0,0
224,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
225,1,38.0,1,0,90.0,0,1,0,0,1,0,0,0,0
226,3,22.0,0,0,9.35,0,1,0,0,1,0,0,0,0
227,2,19.0,0,0,10.5,0,1,0,0,1,0,0,0,0
228,3,20.5,0,0,7.25,0,1,0,0,1,0,0,0,0
229,2,18.0,0,0,13.0,0,1,0,0,1,0,0,0,0
230,3,28.0,3,1,25.4667,1,1,0,0,0,0,1,0,0
231,1,35.0,1,0,83.475,1,1,0,0,0,1,0,0,0
232,3,29.0,0,0,7.775,0,1,0,0,1,0,0,0,0
233,2,59.0,0,0,13.5,0,1,0,0,1,0,0,0,0
234,3,5.0,4,2,31.3875,1,1,0,0,0,0,1,0,0
235,2,24.0,0,0,10.5,0,1,0,0,1,0,0,0,0
236,3,28.0,0,0,7.55,1,1,0,0,0,0,1,0,0
237,2,44.0,1,0,26.0,0,1,0,0,1,0,0,0,0
238,2,8.0,0,2,26.25,1,1,0,0,0,0,1,0,0
239,2,19.0,0,0,10.5,0,1,0,0,1,0,0,0,0
240,2,33.0,0,0,12.275,0,1,0,0,1,0,0,0,0
241,3,28.0,1,0,14.4542,1,0,1,0,0,0,1,0,0
242,3,28.0,1,0,15.5,1,0,0,1,0,0,1,0,0
243,2,29.0,0,0,10.5,0,1,0,0,1,0,0,0,0
244,3,22.0,0,0,7.125,0,1,0,0,1,0,0,0,0
245,3,30.0,0,0,7.225,0,0,1,0,1,0,0,0,0
246,1,44.0,2,0,90.0,0,0,0,1,0,0,0,0,1
247,3,25.0,0,0,7.775,1,1,0,0,0,0,1,0,0
248,2,24.0,0,2,14.5,1,1,0,0,0,1,0,0,0
249,1,37.0,1,1,52.5542,0,1,0,0,1,0,0,0,0
250,2,54.0,1,0,26.0,0,1,0,0,0,0,0,0,1
251,3,28.0,0,0,7.25,0,1,0,0,1,0,0,0,0
252,3,29.0,1,1,10.4625,1,1,0,0,0,1,0,0,0
253,1,62.0,0,0,26.55,0,1,0,0,1,0,0,0,0
254,3,30.0,1,0,16.1,0,1,0,0,1,0,0,0,0
255,3,41.0,0,2,20.2125,1,1,0,0,0,1,0,0,0
256,3,29.0,0,2,15.2458,1,0,1,0,0,1,0,0,0
257,1,28.0,0,0,79.2,1,0,1,0,0,1,0,0,0
258,1,30.0,0,0,86.5,1,1,0,0,0,0,1,0,0
259,1,35.0,0,0,512.3292,1,0,1,0,0,0,1,0,0
260,2,50.0,0,1,26.0,1,1,0,0,0,1,0,0,0
261,3,28.0,0,0,7.75,0,0,0,1,1,0,0,0,0
262,3,3.0,4,2,31.3875,0,1,0,0,0,0,0,1,0
263,1,52.0,1,1,79.65,0,1,0,0,1,0,0,0,0
264,1,40.0,0,0,0.0,0,1,0,0,1,0,0,0,0
265,3,28.0,0,0,7.75,1,0,0,1,0,0,1,0,0
266,2,36.0,0,0,10.5,0,1,0,0,1,0,0,0,0
267,3,16.0,4,1,39.6875,0,1,0,0,1,0,0,0,0
268,3,25.0,1,0,7.775,0,1,0,0,1,0,0,0,0
269,1,58.0,0,1,153.4625,1,1,0,0,0,1,0,0,0
270,1,35.0,0,0,135.6333,1,1,0,0,0,0,1,0,0
271,1,28.0,0,0,31.0,0,1,0,0,1,0,0,0,0
272,3,25.0,0,0,0.0,0,1,0,0,1,0,0,0,0
273,2,41.0,0,1,19.5,1,1,0,0,0,1,0,0,0
274,1,37.0,0,1,29.7,0,0,1,0,1,0,0,0,0
275,3,28.0,0,0,7.75,1,0,0,1,0,0,1,0,0
276,1,63.0,1,0,77.9583,1,1,0,0,0,0,1,0,0
277,3,45.0,0,0,7.75,1,1,0,0,0,0,1,0,0
278,2,28.0,0,0,0.0,0,1,0,0,1,0,0,0,0
279,3,7.0,4,1,29.125,0,0,0,1,0,0,0,1,0
280,3,35.0,1,1,20.25,1,1,0,0,0,1,0,0,0
281,3,65.0,0,0,7.75,0,0,0,1,1,0,0,0,0
282,3,28.0,0,0,7.8542,0,1,0,0,1,0,0,0,0
283,3,16.0,0,0,9.5,0,1,0,0,1,0,0,0,0
284,3,19.0,0,0,8.05,0,1,0,0,1,0,0,0,0
285,1,28.0,0,0,26.0,0,1,0,0,1,0,0,0,0
286,3,33.0,0,0,8.6625,0,0,1,0,1,0,0,0,0
287,3,30.0,0,0,9.5,0,1,0,0,1,0,0,0,0
288,3,22.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
289,2,42.0,0,0,13.0,0,1,0,0,1,0,0,0,0
290,3,22.0,0,0,7.75,1,0,0,1,0,0,1,0,0
291,1,26.0,0,0,78.85,1,1,0,0,0,0,1,0,0
292,1,19.0,1,0,91.0792,1,0,1,0,0,1,0,0,0
293,2,36.0,0,0,12.875,0,0,1,0,1,0,0,0,0
294,3,24.0,0,0,8.85,1,1,0,0,0,0,1,0,0
295,3,24.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
296,1,28.0,0,0,27.7208,0,0,1,0,1,0,0,0,0
297,3,23.5,0,0,7.2292,0,0,1,0,1,0,0,0,0
298,1,2.0,1,2,151.55,1,1,0,0,0,0,1,0,0
299,1,28.0,0,0,30.5,0,1,0,0,1,0,0,0,0
300,1,50.0,0,1,247.5208,1,0,1,0,0,1,0,0,0
301,3,28.0,0,0,7.75,1,0,0,1,0,0,1,0,0
302,3,28.0,2,0,23.25,0,0,0,1,1,0,0,0,0
303,3,19.0,0,0,0.0,0,1,0,0,1,0,0,0,0
304,2,28.0,0,0,12.35,1,0,0,1,0,0,1,0,0
305,3,28.0,0,0,8.05,0,1,0,0,1,0,0,0,0
306,1,0.92,1,2,151.55,0,1,0,0,0,0,0,1,0
307,1,28.0,0,0,110.8833,1,0,1,0,0,0,1,0,0
308,1,17.0,1,0,108.9,1,0,1,0,0,1,0,0,0
309,2,30.0,1,0,24.0,0,0,1,0,1,0,0,0,0
310,1,30.0,0,0,56.9292,1,0,1,0,0,0,1,0,0
311,1,24.0,0,0,83.1583,1,0,1,0,0,0,1,0,0
312,1,18.0,2,2,262.375,1,0,1,0,0,0,1,0,0
313,2,26.0,1,1,26.0,1,1,0,0,0,1,0,0,0
314,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
315,2,43.0,1,1,26.25,0,1,0,0,1,0,0,0,0
316,3,26.0,0,0,7.8542,1,1,0,0,0,0,1,0,0
317,2,24.0,1,0,26.0,1,1,0,0,0,1,0,0,0
318,2,54.0,0,0,14.0,0,1,0,0,0,0,0,0,1
319,1,31.0,0,2,164.8667,1,1,0,0,0,0,1,0,0
320,1,40.0,1,1,134.5,1,0,1,0,0,1,0,0,0
321,3,22.0,0,0,7.25,0,1,0,0,1,0,0,0,0
322,3,27.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
323,2,30.0,0,0,12.35,1,0,0,1,0,0,1,0,0
324,2,22.0,1,1,29.0,1,1,0,0,0,1,0,0,0
325,3,28.0,8,2,69.55,0,1,0,0,1,0,0,0,0
326,1,36.0,0,0,135.6333,1,0,1,0,0,0,1,0,0
327,3,61.0,0,0,6.2375,0,1,0,0,1,0,0,0,0
328,2,36.0,0,0,13.0,1,1,0,0,0,1,0,0,0
329,3,31.0,1,1,20.525,1,1,0,0,0,1,0,0,0
330,1,16.0,0,1,57.9792,1,0,1,0,0,0,1,0,0
331,3,28.0,2,0,23.25,1,0,0,1,0,0,1,0,0
332,1,45.5,0,0,28.5,0,1,0,0,1,0,0,0,0
333,1,38.0,0,1,153.4625,0,1,0,0,1,0,0,0,0
334,3,16.0,2,0,18.0,0,1,0,0,1,0,0,0,0
335,1,28.0,1,0,133.65,1,1,0,0,0,1,0,0,0
336,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
337,1,29.0,1,0,66.6,0,1,0,0,1,0,0,0,0
338,1,41.0,0,0,134.5,1,0,1,0,0,0,1,0,0
339,3,45.0,0,0,8.05,0,1,0,0,1,0,0,0,0
340,1,45.0,0,0,35.5,0,1,0,0,1,0,0,0,0
341,2,2.0,1,1,26.0,0,1,0,0,0,0,0,1,0
342,1,24.0,3,2,263.0,1,1,0,0,0,0,1,0,0
343,2,28.0,0,0,13.0,0,1,0,0,1,0,0,0,0
344,2,25.0,0,0,13.0,0,1,0,0,1,0,0,0,0
345,2,36.0,0,0,13.0,0,1,0,0,1,0,0,0,0
346,2,24.0,0,0,13.0,1,1,0,0,0,0,1,0,0
347,2,40.0,0,0,13.0,1,1,0,0,0,0,1,0,0
348,3,28.0,1,0,16.1,1,1,0,0,0,1,0,0,0
349,3,3.0,1,1,15.9,0,1,0,0,0,0,0,1,0
350,3,42.0,0,0,8.6625,0,1,0,0,1,0,0,0,0
351,3,23.0,0,0,9.225,0,1,0,0,1,0,0,0,0
352,1,28.0,0,0,35.0,0,1,0,0,1,0,0,0,0
353,3,15.0,1,1,7.2292,0,0,1,0,1,0,0,0,0
354,3,25.0,1,0,17.8,0,1,0,0,1,0,0,0,0
355,3,28.0,0,0,7.225,0,0,1,0,1,0,0,0,0
356,3,28.0,0,0,9.5,0,1,0,0,1,0,0,0,0
357,1,22.0,0,1,55.0,1,1,0,0,0,0,1,0,0
358,2,38.0,0,0,13.0,1,1,0,0,0,0,1,0,0
359,3,28.0,0,0,7.8792,1,0,0,1,0,0,1,0,0
360,3,28.0,0,0,7.8792,1,0,0,1,0,0,1,0,0
361,3,40.0,1,4,27.9,0,1,0,0,1,0,0,0,0
362,2,29.0,1,0,27.7208,0,0,1,0,1,0,0,0,0
363,3,45.0,0,1,14.4542,1,0,1,0,0,1,0,0,0
364,3,35.0,0,0,7.05,0,1,0,0,1,0,0,0,0
365,3,28.0,1,0,15.5,0,0,0,1,1,0,0,0,0
366,3,30.0,0,0,7.25,0,1,0,0,1,0,0,0,0
367,1,60.0,1,0,75.25,1,0,1,0,0,1,0,0,0
368,3,28.0,0,0,7.2292,1,0,1,0,0,1,0,0,0
369,3,28.0,0,0,7.75,1,0,0,1,0,0,1,0,0
370,1,24.0,0,0,69.3,1,0,1,0,0,0,0,0,1
371,1,25.0,1,0,55.4417,0,0,1,0,1,0,0,0,0
372,3,18.0,1,0,6.4958,0,1,0,0,1,0,0,0,0
373,3,19.0,0,0,8.05,0,1,0,0,1,0,0,0,0
374,1,22.0,0,0,135.6333,0,0,1,0,1,0,0,0,0
375,3,3.0,3,1,21.075,1,1,0,0,0,0,1,0,0
376,1,28.0,1,0,82.1708,1,0,1,0,0,1,0,0,0
377,3,22.0,0,0,7.25,1,1,0,0,0,0,1,0,0
378,1,27.0,0,2,211.5,0,0,1,0,1,0,0,0,0
379,3,20.0,0,0,4.0125,0,0,1,0,1,0,0,0,0
380,3,19.0,0,0,7.775,0,1,0,0,1,0,0,0,0
381,1,42.0,0,0,227.525,1,0,1,0,0,0,1,0,0
382,3,1.0,0,2,15.7417,1,0,1,0,0,0,1,0,0
383,3,32.0,0,0,7.925,0,1,0,0,1,0,0,0,0
384,1,35.0,1,0,52.0,1,1,0,0,0,1,0,0,0
385,3,28.0,0,0,7.8958,0,1,0,0,1,0,0,0,0
386,2,18.0,0,0,73.5,0,1,0,0,1,0,0,0,0
387,3,1.0,5,2,46.9,0,1,0,0,0,0,0,1,0
388,2,36.0,0,0,13.0,1,1,0,0,0,0,1,0,0
389,3,28.0,0,0,7.7292,0,0,0,1,1,0,0,0,0
390,2,17.0,0,0,12.0,1,0,1,0,0,0,1,0,0
391,1,36.0,1,2,120.0,0,1,0,0,1,0,0,0,0
392,3,21.0,0,0,7.7958,0,1,0,0,1,0,0,0,0
393,3,28.0,2,0,7.925,0,1,0,0,1,0,0,0,0
394,1,23.0,1,0,113.275,1,0,1,0,0,0,1,0,0
395,3,24.0,0,2,16.7,1,1,0,0,0,1,0,0,0
396,3,22.0,0,0,7.7958,0,1,0,0,1,0,0,0,0
397,3,31.0,0,0,7.8542,1,1,0,0,0,0,1,0,0
398,2,46.0,0,0,26.0,0,1,0,0,1,0,0,0,0
399,2,23.0,0,0,10.5,0,1,0,0,0,0,0,0,1
400,2,28.0,0,0,12.65,1,1,0,0,0,1,0,0,0
401,3,39.0,0,0,7.925,0,1,0,0,1,0,0,0,0
402,3,26.0,0,0,8.05,0,1,0,0,1,0,0,0,0
403,3,21.0,1,0,9.825,1,1,0,0,0,0,1,0,0
